,line,__fileposition__
1789,"WESTFIELD,MA,48,19921106",44208
1790,"MONTGOMERY,AL,18,20240327",44233
1791,"MODESTO,CA,16,20240530",44259
1792,"NEW ORLEANS,LA,6,20190727",44282
1793,"HOUSTON,TX,16,20240320",44308
1794,"DAYTON,OH,14,20240614",44331
1795,"DAVENPORT,IA,59,19800324",44353
1796,"WALTON,NE,16,20240503",44378
1797,"FAYETTEVILLE,GA,17,20240605",44400
1798,"DAYTON,OH,16,20240101",44428
1799,"COVINGTON,TN,17,20220527",44450
1800,"ATLANTA,MO,5,20230605",44475
1801,"FONTANA,CA,30,19980610",44497
1802,"CHANNELVIEW,TX,22,20060731",44520
1803,"LEXINGTON,NE,17,20080427",44547
1804,"BOULDER CITY,NV,18,20220608",44572
1805,"HUMACAO,PR,17,20240606",44600
1806,"HOUSTON,TX,24,20050415",44623
1807,"LOS ANGELES,CA,16,20240529",44646
1808,"HOUSTON,TX,25,20041020",44673
1809,"GEORGETOWN,SC,17,20240520",44696
1810,"WAIMANALO,HI,10,20210912",44722
1811,"TRACY,CA,38,20010329",44747
1812,"WEST COVINA,CA,9,20230616",44768
1813,"PHILADELPHIA,PA,17,20220304",44794
1814,"BROWNSVILLE,TX,37,20070320",44822
1815,"ADELANTO,CA,29,20120303",44849
1816,"RAYMOND,WA,40,19960206",44873
1817,"RAEFORD,NC,33,20051015",44896
1818,"INKSTER,MI,25,20150807",44919
1819,"PORTLAND,OR,21,20070726",44942
1820,"GREENSBORO,GA,19,20090118",44966
1821,"EL PASO,TX,13,20150601",44992
1822,"LAKE LOS ANGELES,CA,18,20060911",45015
1823,"CANTON,MS,15,20140907",45047
1824,"DALLAS,TX,35,20050817",45069
1825,"SANTA ROSA,CA,66,19740301",45091
1826,"CANTON,MS,11,20140907",45117
1827,"SHIPROCK,NM,37,20040517",45139
1828,"CANTON,MS,12,20140907",45163
1829,"PORTERVILLE,CA,35,20080331",45185
1830,"SAN ANTONIO,TX,7,20211220",45212
1831,"CEIBA,PR,30,20081126",45238
1832,"CANTON,MS,16,20140907",45259
1833,"NOGALES,AZ,28,20080516",45281
1834,"LOS ANGELES,CA,29,20110626",45304
1835,"MOCA,PR,45,19950219",45331
1836,"NASHVILLE,TN,35,20030429",45351
1837,"ANCHORAGE,AK,17,20240518",45376
1838,"COVINGTON,GA,17,20240530",45401
1839,"SIOUX FALLS,SD,15,20240518",45426
1840,"LOS ANGELES,CA,15,20240523",45453
1841,"MIDLAND,TX,16,20240515",45480
1842,"SMITHS STATION,AL,16,20240315",45503
1843,"SURPRISE,AZ,16,20240309",45533
1844,"DACULA,GA,17,20240327",45557
1845,"LOS ANGELES,CA,17,20240521",45579
1846,"PALM SPRINGS,CA,49,19940530",45606
1847,"PHILADELPHIA,PA,7,20240105",45634
1848,"REDDING,CA,15,20230926",45661
1849,"MESA,AZ,17,20240518",45684
1850,"LOS ANGELES,CA,16,20240520",45704
1851,"RIVERSIDE,CA,17,20240326",45731
1852,"COLUMBIA,SC,17,20240208",45756
1853,"SACRAMENTO,CA,67,19760616",45780
1854,"MELBOURNE,AR,6,20220722",45806
1855,"ALEXANDRIA,VA,17,20220725",45830
1856,"CHICAGO,IL,15,20240513",45856
1857,"BOWIE,MD,17,20240428",45879
1858,"O FALLON,MO,18,20240118",45900
1859,"PHOENIX,AZ,3,20230324",45924
1860,"FLORALA,AL,16,20221024",45946
1861,"ALEXANDRIA,VA,17,20240102",45969
1862,"PHOENIX,AZ,4,20230324",45995
1863,"RENO,NV,18,20211010",46017
1864,"PHILADELPHIA,PA,16,20220101",46037
1865,"LUTHERVILLE,MD,17,20230526",46065
1866,"AURORA,IL,20,20110511",46092
1867,"DARBY,PA,18,20220923",46114
1868,"MESA,AZ,17,20240419",46135
1869,"CHICAGO,IL,18,20240325",46155
1870,"ARLINGTON,VA,17,20240417",46178
1871,"SAN BERNARDINO,CA,18,20240305",46203
1872,"KANSAS CITY,KS,17,20240326",46233
1873,"ENCINITAS,CA,3,20231005",46260
1874,"ANTIOCH,TN,15,20240417",46284
1875,"BURKE,VA,19,20220118",46307
1876,"SANTA FE,NM,29,19950901",46328
1877,"WILMINGTON,NC,16,20240428",46352
1878,"OMAHA,NE,17,20240307",46378
1879,"CHAMPAIGN,IL,17,20240413",46399
1880,"NORTH LAS VEGAS,NV,17,20240413",46424
1881,"LEXINGTON,NC,18,20240421",46455
1882,"THOMSON,GA,17,20240416",46480
1883,"ANTIOCH,CA,13,20230704",46503
1884,"POUGHKEEPSIE,NY,16,20240309",46526
1885,"MEMPHIS,TN,17,20240424",46554
1886,"DUARTE,CA,10,20200602",46577
1887,"COLUMBUS,OH,15,20231215",46599
1888,"AZUSA,CA,16,20221111",46623
1889,"SAINT CLAIR SHORES,MI,18,20240410",46644
1890,"VICTORIA,TX,20,20210908",46678
1891,"BALTIMORE,MD,18,20231012",46702
1892,"COCOA,FL,15,20240407",46727
1893,"BEAUFORT,SC,15,20240404",46748
1894,"LAURINBURG,NC,37,20040429",46772
1895,"BETHEL,AK,46,19960926",46798
1896,"JOBOS,PR,17,20240413",46820
1897,"MOUND HOUSE,NV,52,19881112",46841
1898,"SAN PABLO,CA,58,19790606",46868
1899,"CROSS JUNCTION,VA,16,20240414",46893
1900,"EAGLE BUTTE,SD,52,19840918",46923
1901,"LARGO,FL,16,20240410",46950
1902,"FAYETTEVILLE,NC,17,20240315",46971
1903,"VEGA BAJA,PR,18,20240312",46999
1904,"FAIR OAKS,CA,17,20200828",47024
1905,"LOS ANGELES,CA,20,20210322",47049
1906,"MADERA,CA,11,20240415",47076
1907,"CHICAGO,IL,38,20021209",47098
1908,"PANORAMA CITY,CA,18,20231018",47121
1909,"KENT,WA,21,20200213",47150
1910,"LOS ANGELES,CA,18,20240409",47170
1911,"PHOENIX,AZ,17,20240404",47197
1912,"WATERBURY,CT,17,20240328",47220
1913,"CHISHOLM,MN,27,20030614",47245
1914,"GILLETTE,WY,41,19971013",47269
1915,"GILBERT,AZ,17,20240329",47293
1916,"LOS ANGELES,CA,18,20081214",47316
1917,"MESA,AZ,16,20240401",47343
1918,"FORT LAUDERDALE,FL,67,19750801",47363
1919,"ROCKWELL,NC,17,20240328",47394
1920,"TIFTON,GA,16,20240320",47418
1921,"NEW YORK,NY,60,19810712",47440
1922,"KYKOTSMOVI VILLAGE,AZ,36,20080619",47464
1923,"EL PASO,TX,17,20240318",47498
1924,"NOVATO,CA,17,20230522",47521
1925,"GLENDALE,AZ,15,20240205",47543
1926,"SAINT CHARLES,MO,59,19790811",47567
1927,"LITTLE ROCK,AR,8,20221023",47596
1928,"JONESBORO,GA,17,20230524",47622
1929,"CHARLOTTE,NC,16,20240305",47647
1930,"WASHINGTON,DC,18,20240307",47672
1931,"ANAHEIM,CA,1,20240206",47698
1932,"MOUNT VERNON,AL,17,20240306",47720
1933,"WASHINGTON,DC,70,19610721",47748
1934,"WHITEWATER,WI,16,20230905",47774
1935,"WHITEWATER,WI,7,20230905",47800
1936,"WHITEWATER,WI,13,20230905",47825
1937,"WHITEWATER,WI,14,20230905",47851
1938,"PALISADES PARK,NJ,16,20230509",47877
1939,"LITTLE ROCK,AR,16,20240221",47907
1940,"CYPRESS,TX,5,20230106",47934
1941,"MEMPHIS,TN,15,20240220",47956
1942,"MUNCIE,IN,16,20240203",47979
1943,"FAYETTEVILLE,NC,16,20240229",48001
1944,"NEW ORLEANS,LA,17,20231213",48029
1945,"CHULA VISTA,CA,13,20240218",48056
1946,"POMONA,CA,17,20080730",48083
1947,"VAUGHAN,MS,17,20240228",48105
1948,"MONTCLAIR,CA,58,19840329",48128
1949,"AURORA,CO,17,20240226",48153
1950,"GUAYANILLA,PR,32,20060521",48175
1951,"KANNAPOLIS,NC,17,20240228",48201
1952,"LONGVIEW,WA,17,20210909",48227
1953,"ROWLAND HEIGHTS,CA,4,20200328",48251
1954,"NEW ORLEANS,LA,44,19840306",48281
1955,"FITCHBURG,MA,17,20240211",48308
1956,"SAINT CLOUD,MN,17,20240226",48333
1957,"WINKELMAN,AZ,9,20180810",48360
1958,"PALMDALE,CA,16,20240208",48384
1959,"HENDERSONVILLE,TN,16,20240225",48408
1960,"LOS ANGELES,CA,16,20240224",48438
1961,"SPOKANE,WA,17,20240223",48465
1962,"EMERALD ISLE,NC,2,20231216",48488
1963,"WALDRON,AR,17,20240202",48515
1964,"MEMPHIS,TN,16,20240213",48538
1965,"TAMAROA,IL,14,20240223",48561
1966,"MORENO VALLEY,CA,18,20230907",48584
1967,"MANASSAS,VA,17,20240126",48613
1968,"NEW CASTLE,DE,17,20240118",48637
1969,"GOSHEN,IN,18,20231202",48663
1970,"LAGUNA,NM,17,20230818",48685
1971,"LAGUNA,NM,12,20230818",48707
1972,"LAGUNA,NM,17,20230818",48729
1973,"MEMPHIS,TN,17,20240213",48751
1974,"CHURCH POINT,LA,17,20240127",48774
1975,"MILWAUKEE,WI,17,20240213",48802
1976,"HOUSTON,TX,14,20230825",48827
1977,"CONROE,TX,18,20240209",48850
1978,"ARDMORE,PA,55,19790622",48872
1979,"ARDMORE,PA,57,19790622",48895
1980,"WOODSTOCK,VA,16,20231208",48918
1981,"WHITERIVER,AZ,19,20231215",48943
1982,"JOPLIN,MO,15,20230619",48969
1983,"PORTLAND,OR,23,20180415",48991
1984,"JOLIET,IL,17,20240120",49015
1985,"YEREVAN,,6,20221223",49037
1986,"AIKEN,SC,18,20231223",49057
1987,"SPRING,TX,31,20100426",49078
1988,"RUNNING SPRINGS,CA,37,20040208",49100
1989,"WASCO,CA,18,20210817",49131
1990,"RUNNING SPRINGS,CA,49,19930116",49152
1991,"MECCA,CA,17,20230728",49183
1992,"ALBUQUERQUE,NM,21,20230315",49204
1993,"LOVELAND,CO,16,20231006",49231
1994,"BAKERSFIELD,CA,16,20231109",49255
1995,"TALLAHASSEE,FL,13,20230602",49282
1996,"GRAND RAPIDS,MI,16,20240124",49309
1997,"MEDFORD,MN,14,20231010",49337
1998,"VAN NUYS,CA,18,20211220",49360
1999,"CHALLIS,ID,40,19931011",49384
2000,"WEST PALM BEACH,FL,19,20220408",49407
2001,"HOLYOKE,MA,17,20240116",49438
2002,"TACOMA,WA,28,19990123",49461
2003,"LAS VEGAS,NV,15,20240112",49483
2004,"EL MONTE,CA,16,20231230",49508
2005,"SAN FRANCISCO,CA,23,20200930",49532
2006,"MESA,AZ,16,20231229",49561
2007,"DALE CITY,VA,62,19800905",49581
2008,"ARLINGTON,VA,18,20230615",49606
2009,"OWENSBORO,KY,17,20240105",49631
2010,"SANTA CLARITA,CA,64,19781010",49656
2011,"ERIE,PA,18,20231231",49685
2012,"SACRAMENTO,CA,15,20230726",49705
2013,"SAUCIER,MS,17,20231207",49731
2014,"BERKELEY,MO,32,20081230",49754
2015,"LOS ANGELES,CA,16,20231212",49778
2016,"CONOVER,NC,14,20231206",49805
2017,"ANCHORAGE,AK,17,20130401",49828
2018,"COLUMBUS,OH,17,20231216",49853
2019,"JONESBOROUGH,TN,16,20231215",49877
2020,"BEAVER DAM,KY,10,20230929",49905
2021,"HONOLULU,HI,33,20020712",49931
2022,"BEAVER DAM,KY,8,20230929",49955
2023,"HONOLULU,HI,29,20020712",49980
2024,"BATON ROUGE,LA,5,20230122",50004
2025,"FAIRBURN,GA,21,20230930",50030
2026,"SPRINGFIELD,MA,16,20230825",50054
2027,"OPELIKA,AL,18,20231120",50081
2028,"TILLAMOOK,OR,13,20230904",50104
2029,"BELL GARDENS,CA,6,20180926",50129
2030,"DALLAS,TX,15,20230730",50156
2031,"CHAPARRAL,NM,52,19870213",50178
2032,"CITRONELLE,AL,19,20231106",50203
2033,"CRESTVIEW,FL,14,20231119",50229
2034,"WOODLAND HILLS,CA,17,20231018",50254
2035,"MONETT,MO,19,20230506",50284
2036,"MINNEAPOLIS,MN,12,20171006",50306
2037,"CENTRAL ISLIP,NY,21,20200822",50333
2038,"RANCHO CORDOVA,CA,43,19931202",50362
2039,"GREENVILLE,SC,16,20231013",50392
2040,"BONANZA,OR,34,19981205",50418
2041,"ROSEVILLE,CA,17,20231031",50441
2042,"SANTA CLARA,CA,69,19731125",50466
2043,"NORTH LITTLE ROCK,AR,18,20231119",50493
2044,"BELLEVILLE,MI,17,20230620",50526
2045,"URBANA,IL,17,20231112",50552
2046,"PARADISE VALLEY,AZ,17,20231101",50574
2047,"MONTGOMERY,AL,41,20031207",50605
2048,"HOUSTON,TX,17,20220624",50631
2049,"VIENNA,MO,17,20230727",50654
2050,"EL PASO,TX,16,20110731",50676
2051,"ENOREE,SC,17,20230924",50699
2052,"SHELBYVILLE,TN,18,20231013",50721
2053,"BUTLER,AL,18,20230914",50748
2054,"NORTH MANCHESTER,IN,17,20230108",50770
2055,"SALISBURY,NC,17,20231025",50802
2056,"TOLEDO,OH,18,20231022",50827
2057,"UNADILLA,GA,35,19980904",50849
2058,"JOSEPH CITY,AZ,18,20230704",50873
2059,"PHOENIX,AZ,15,20230922",50900
2060,"SALT LAKE CITY,UT,20,20220716",50923
2061,"BEALETON,VA,19,20230422",50953
2062,"LAWTON,OK,18,20230630",50977
2063,"PHOENIX,AZ,40,20010517",50999
2064,"IRVING,TX,4,20201118",51022
2065,"CAMDEN,NJ,66,19790303",51043
2066,"RICHMOND,VA,17,20230813",51065
2067,"SELMA,AL,18,20230630",51089
2068,"RIVERSIDE,CA,19,20211020",51110
2069,"KNOXVILLE,TN,17,20230826",51135
2070,"TEMPLE HILLS,MD,20,20230425",51160
2071,"NEWARK,NJ,19,20230829",51188
2072,"HAYWARD,CA,17,20230906",51210
2073,"LOS ANGELES,CA,16,20230404",51233
2074,"GRAND CANYON,AZ,50,19920316",51260
2075,"PLEASANTVILLE,NY,19,20201009",51288
2076,"TOPEKA,KS,18,20230309",51317
2077,"SCOTTSBLUFF,NE,16,20230827",51339
2078,"MATTHEWS,NC,15,20230902",51366
2079,"ATLANTA,GA,17,20230713",51390
2080,"PORT SAINT LUCIE,FL,15,20170922",51413
2081,"WOODBRIDGE,VA,65,19740304",51445
2082,"HACKETTSTOWN,NJ,17,20230829",51471
2083,"SANTA FE,TX,56,19831026",51499
2084,"BLANCH,NC,15,20230707",51523
2085,"AUSTIN,TX,18,20230219",51545
2086,"AMHERST,OH,17,20230719",51567
2087,"INDIANAPOLIS,IN,61,19780814",51590
2088,"LOS ANGELES,CA,17,20230214",51618
2089,"FONTANA,CA,20,20230401",51645
2090,"PARTLOW,VA,28,20151205",51668
2091,"CHAMPAIGN,IL,17,20230624",51691
2092,"FORT MYERS,FL,14,20230805",51716
2093,"RAEFORD,NC,18,20230821",51742
2094,"MIAMI,FL,18,20230608",51765
2095,"MIAMI,FL,17,20230817",51786
2096,"REIDSVILLE,NC,17,20230707",51807
2097,"ZELIENOPLE,PA,60,19810922",51833
2098,"LANCASTER,CA,8,20210719",51859
2099,"SAINT PAUL,MN,17,20230510",51883
2100,"INGLEWOOD,CA,16,20221223",51909
2101,"CLEARWATER,FL,18,20230302",51934
2102,"PITTSBURGH,PA,43,19990427",51960
2103,"SALT LAKE CITY,UT,19,20220320",51986
2104,"NASHVILLE,TN,17,20220717",52016
2105,"REEDSBURG,WI,15,20230612",52041
2106,"MIAMI,FL,2,20221118",52066
2107,"FORT WORTH,TX,16,20230801",52086
2108,"LOS ANGELES,CA,37,19870803",52112
2109,"MESQUITE,TX,19,20230717",52139
2110,"SPRING HILL,KS,17,20230803",52163
2111,"FAIRHOPE,AL,19,20230218",52190
2112,"ORLANDO,FL,22,20200606",52214
2113,"GARY,IN,11,20150725",52237
2114,"LAWNDALE,CA,16,20230327",52257
2115,"SELMA,AL,32,20100626",52281
2116,"OXNARD,CA,18,20230516",52302
2117,"MILWAUKEE,WI,19,20230322",52324
2118,"SAINT LOUIS,MO,38,19990715",52349
2119,"HOUSTON,TX,17,20230707",52376
2120,"POMPANO BEACH,FL,49,19930826",52399
2121,"HOMESTEAD,FL,18,20220128",52428
2122,"TACOMA,WA,47,19920917",52453
2123,"AURORA,CO,19,20230609",52475
2124,"MEMPHIS,TN,16,20230618",52497
2125,"COLUMBUS,OH,40,20020601",52520
2126,"CASTAIC,CA,30,20130830",52544
2127,"HERMITAGE,TN,17,20230629",52567
2128,"BROWNING,MT,7,20210422",52592
2129,"DUBOIS,PA,53,19861121",52615
2130,"HIALEAH,FL,17,20230623",52637
2131,"GATLINBURG,TN,18,20230302",52660
2132,"WICHITA,KS,10,20150711",52686
2133,"PORTLAND,OR,22,20100604",52709
2134,"CLEVELAND,OH,17,20230617",52733
2135,"KANSAS CITY,MO,14,20111003",52758
2136,"INDIANAPOLIS,IN,16,20230618",52785
2137,"CREST HILL,IL,18,20220911",52813
2138,"DALY CITY,CA,30,20120122",52839
2139,"MARION,IN,53,19870604",52864
2140,"SAINT LOUIS,MO,17,20210224",52886
2141,"WINSTON SALEM,NC,16,20230114",52913
2142,"MOBRIDGE,SD,62,19800801",52942
2143,"LUMBERTON,NC,18,20230605",52966
2144,"ROGERSVILLE,TN,9,20210615",52991
2145,"THORNTOWN,IN,44,19861005",53017
2146,"SAN ANTONIO,TX,17,20230601",53042
2147,"RADCLIFF,KY,19,20200824",53069
2148,"KILLEEN,TX,48,19900722",53093
2149,"LOS ANGELES,CA,18,20230121",53116
2150,"ROCHESTER,NY,40,20050504",53143
2151,"PLANTATION,FL,19,20230509",53168
2152,"KENNER,LA,18,20230305",53194
2153,"MOBILE,AL,20,20220325",53216
2154,"WYNNE,AR,32,20131201",53238
2155,"DEL VALLE,TX,14,20130429",53259
2156,"FRONT ROYAL,VA,18,20230516",53284
2157,"CLARKSTON,GA,35,20030128",53311
2158,"WASILLA,AK,16,20221009",53336
2159,"TRUJILLO ALTO,PR,17,20230417",53359
2160,"APPLE VALLEY,CA,12,20190418",53388
2161,"TRUJILLO ALTO,PR,19,20230417",53416
2162,"TAMPA,FL,16,20230427",53445
2163,"TAYLORS,SC,17,20190425",53466
2164,"MORENO VALLEY,CA,22,20190113",53489
2165,"COLUMBIA,TN,37,20040411",53518
2166,"BRADENTON,FL,63,19770501",53542
2167,"ROSEVILLE,CA,17,20230201",53567
2168,"VALLEJO,CA,19,20230304",53592
2169,"COLUMBIA,TN,17,20230416",53615
2170,"QUEEN CREEK,AZ,18,20220115",53639
2171,"CLEWISTON,FL,2,20220601",53666
2172,"CHICAGO,IL,17,20230323",53690
2173,"CHARLESTON,SC,63,19790704",53713
2174,"RENO,NV,52,19830509",53739
2175,"VENTURA,CA,18,20230312",53759
2176,"OAKVILLE,WA,8,20210210",53782
2177,"PHOENIX,AZ,16,20230324",53805
2178,"WESTWEGO,LA,52,19880401",53828
2179,"GREENWOOD,MS,20,20210215",53852
2180,"MARION,IN,51,19930329",53877
2181,"LEXINGTON,KY,16,20230323",53899
2182,"BROOKLYN,NY,36,20050820",53924
2183,"MEMPHIS,TN,17,20221026",53948
2184,"CEDAR CITY,UT,18,20230204",53971
2185,"CEDAR CITY,UT,14,20230204",53997
2186,"FAIRFIELD,CT,16,20230325",54023
2187,"CHATTANOOGA,TN,18,20221211",54048
2188,"CEDAR CITY,UT,15,20230204",54075
2189,"WEST CHESTER,OH,17,20221106",54101
2190,"AUGUSTA,GA,50,19900318",54129
2191,"AUGUSTA,GA,50,19900318",54152
2192,"PHOENIX,AZ,17,20230404",54175
2193,"TUCSON,AZ,20,20220527",54198
2194,"NEW BRAUNFELS,TX,15,20110204",54220
2195,"PASADENA,TX,18,20230409",54249
2196,"MEMPHIS,TN,22,20190415",54273
2197,"CHARMCO,WV,17,20220513",54296
2198,"LOS ANGELES,CA,22,20200914",54319
2199,"MILWAUKEE,WI,17,20230329",54346
2200,"AZUSA,CA,18,20220421",54371
2201,"HERNANDO,MS,64,19771223",54392
2202,"AUGUSTA,GA,17,20230207",54416
2203,"SALINAS,CA,20,20220514",54439
2204,"FOLEY,AL,17,20211105",54462
2205,"EVERMAN,TX,8,20230324",54483
2206,"STATEN ISLAND,NY,35,19910920",54505
2207,"CLIO,AL,16,20230304",54534
2208,"ATLANTA,GA,63,19711114",54554
2209,"OPA LOCKA,FL,17,20230214",54577
2210,"MIDLAND,TX,17,20230313",54602
2211,"NORTH LAS VEGAS,NV,21,20060610",54625
2212,"ANAHEIM,CA,4,20221229",54656
2213,"ANAHEIM,CA,3,20221229",54678
2214,"LITTLETON,CO,17,20221217",54700
2215,"COVINA,CA,17,20230107",54725
2216,"ROCHESTER,NY,32,20090212",54747
2217,"SCOTT CITY,MO,65,19790417",54772
2218,"KANSAS CITY,MO,17,20230210",54798
2219,"ANTIOCH,TN,33,20080419",54825
2220,"FORT LAUDERDALE,FL,5,20221028",54848
2221,"CLIFTON HEIGHTS,PA,12,20221025",54878
2222,"CLIFTON HEIGHTS,PA,10,20221025",54909
2223,"GALVESTON,TX,19,20220420",54940
2224,"BELL GARDENS,CA,12,20221219",54965
2225,"BELL GARDENS,CA,2,20221219",54993
2226,"BELL GARDENS,CA,8,20221219",55020
2227,"BELL GARDENS,CA,6,20221219",55047
2228,"HONOLULU,HI,36,20031013",55074
2229,"MORRISTOWN,NJ,21,20200103",55098
2230,"COLLEGE STATION,TX,17,20221203",55124
2231,"CHICAGO,IL,32,20080115",55155
2232,"FAYETTEVILLE,NC,19,20221229",55178
2233,"ATLANTA,GA,46,19781106",55206
2234,"PORTLAND,OR,54,19900702",55229
2235,"NEWPORT NEWS,VA,17,20230123",55253
2236,"GREENSBORO,NC,16,20230213",55281
2237,"LONDON,OH,17,20210303",55307
2238,"RAPID CITY,SD,15,20190203",55329
2239,"HEFLIN,AL,28,20130930",55355
2240,"TRAVELERS REST,SC,24,20201011",55377
2241,"SUNNYVALE,CA,9,20181019",55407
2242,"INDIANAPOLIS,IN,19,20230121",55431
2243,"HAZARD,KY,18,20221209",55459
2244,"DALLAS,TX,24,20151125",55481
2245,"FORT COLLINS,CO,16,20220726",55503
2246,"SIMI VALLEY,CA,19,20220829",55531
2247,"FORT LAUDERDALE,FL,19,20230124",55558
2248,"CORNELIUS,NC,13,20221123",55589
2249,"GLENS FALLS,NY,66,19710818",55614
2250,"BALTIMORE,MD,38,20010602",55641
2251,"CITRONELLE,AL,17,20230125",55666
2252,"KAILUA,HI,40,19900622",55692
2253,"OLATHE,KS,17,20220704",55714
2254,"BRYANT,AR,21,20211007",55736
2255,"PORTLAND,OR,4,20221202",55758
2256,"PORTLAND,OR,7,20221202",55781
2257,"FREMONT,CA,56,19821005",55804
2258,"FORT LAUDERDALE,FL,28,20131022",55827
2259,"HEATH,OH,16,20230104",55858
2260,"HEATH,OH,19,20230103",55879
2261,"BAKERSFIELD,CA,16,20201120",55900
2262,"OMAHA,NE,19,20221231",55927
2263,"SPRINGDALE,AR,20,20141220",55948
2264,"FREMONT,NE,17,20221018",55974
2265,"WRIGHTSVILLE,PA,21,20221217",55997
2266,"LANCASTER,CA,16,20221110",56025
2267,"CULPEPER,VA,19,20220728",56050
2268,"FEDERAL WAY,WA,34,20071221",56074
2269,"MIAMI,FL,19,20220710",56101
2270,"DETROIT,MI,22,20190408",56122
2271,"GLENDALE,AZ,19,20210822",56145
2272,"LAS VEGAS,NV,15,20221111",56169
2273,"FREDERICKSBURG,VA,20,20220330",56194
2274,"LAS VEGAS,NV,17,20221111",56224
2275,"HIDDENITE,NC,53,19890601",56249
2276,"HILLIARD,OH,41,20010324",56274
2277,"VALLEJO,CA,24,20160525",56298
2278,"BRIDGEPORT,CT,45,19810605",56321
2279,"ROBINSON TOWNSHIP,PA,63,19771021",56347
2280,"ALEXANDRIA,VA,23,20211127",56380
2281,"BURIEN,WA,57,19820702",56406
2282,"BROOKLYN,NY,49,19900906",56428
2283,"LINCOLN,NE,7,20220311",56452
2284,"OMAK,WA,19,20220401",56474
2285,"COLUMBUS,OH,10,20150506",56494
2286,"FREDERICK,MD,49,19920824",56518
2287,"SEATTLE,WA,17,20141106",56543
2288,"TEMPE,AZ,14,20111118",56566
2289,"KATONAH,NY,54,19770206",56587
2290,"CINCINNATI,OH,20,20220405",56610
2291,"KATONAH,NY,51,19770206",56636
2292,"PLANO,TX,17,20221107",56659
2293,"BALTIMORE,MD,19,20211231",56680
2294,"BRIDGEPORT,CT,33,20011107",56705
2295,"ANAHEIM,CA,18,20220908",56731
2296,"TUCSON,AZ,45,19910612",56754
2297,"CHICAGO,IL,10,20171205",56776
2298,"LOS ANGELES,CA,15,20140910",56799
2299,"BROOKLYN,NY,36,19890329",56826
2300,"JACKSONVILLE,FL,22,20191118",56850
2301,"KANKAKEE,IL,39,20010911",56878
2302,"BROOKLYN,NY,12,20210928",56902
2303,"KANSAS CITY,KS,17,20221011",56926
2304,"BALTIMORE,MD,23,20170204",56953
2305,"GREENSBORO,NC,18,20220930",56978
2306,"VALDOSTA,GA,25,20021014",57004
2307,"TULSA,OK,59,19810801",57028
2308,"DALLAS,TX,19,20210802",57049
2309,"LOS ANGELES,CA,22,20220302",57071
2310,"BOWLING GREEN,KY,25,20140115",57098
2311,"VAN NUYS,CA,17,20220906",57127
2312,"MUSKOGEE,OK,44,19970318",57151
2313,"KANSAS CITY,MO,17,20220915",57175
2314,"PALMDALE,CA,15,20220714",57202
2315,"FRESNO,CA,19,20220430",57226
2316,"SPRINGDALE,PA,56,19810522",57248
2317,"MORENO VALLEY,CA,19,20220521",57274
2318,"GREAT SMOKY MOUNTAINS,NC,64,19761008",57303
2319,"LAKE ELMO,MN,57,19880119",57340
2320,"OAKLAND,CA,18,20220620",57365
2321,"ATWATER,CA,59,19820913",57388
2322,"ADJUNTAS,PR,50,19760706",57411
2323,"LAKELAND,FL,57,19830822",57435
2324,"ROCKFORD,AL,57,19840601",57459
2325,"BROWNSBURG,IN,23,20180522",57483
2326,"BAKERSFIELD,CA,27,20150330",57509
2327,"BROWNSBURG,IN,23,20180522",57536
2328,"TIFTON,GA,35,20070707",57562
2329,"LAREDO,TX,19,20080701",57584
2330,"AUSTIN,TX,16,20220625",57606
2331,"ALICEVILLE,AL,19,20211017",57628
2332,"BALTIMORE,MD,45,19911201",57654
2333,"MOBILE,AL,27,20120614",57679
2334,"DAVIS,CA,16,20120118",57701
2335,"TRACY,CA,17,20220120",57722
2336,"WICHITA,KS,17,20220728",57743
2337,"MORENO VALLEY,CA,18,20220803",57766
2338,"POMONA,CA,13,20131112",57795
2339,"SAN FRANCISCO,CA,30,20130521",57817
2340,"CLEMSON,SC,47,19980412",57846
2341,"POTTSVILLE,PA,55,19880101",57869
2342,"PORTLAND,OR,20,20220710",57895
2343,"RICE,TX,22,20200419",57919
2344,"BLOOMINGTON,IL,3,20220207",57939
2345,"MARIETTA,GA,23,20150413",57965
2346,"BALTIMORE,MD,56,19720401",57989
2347,"LITTLE ROCK,AR,17,20220614",58014
2348,"JACKSON,MI,20,20211125",58041
2349,"NORWALK,CT,63,19760212",58064
2350,"MEMPHIS,TN,18,20220402",58087
2351,"MILAN,TN,42,19960816",58110
2352,"LOS ANGELES,CA,12,20190416",58131
2353,"PEMBROKE PINES,FL,27,20030423",58158
2354,"HAUPPAUGE,NY,60,19811030",58188
2355,"WOODINVILLE,WA,5,20200810",58213
2356,"ALEXANDRIA,VA,16,20210613",58239
2357,"FARMVILLE,VA,43,20020829",58265
2358,"1CHAPARRAL,NM,23,20211219",58290
2359,"FULLERTON,CA,23,20170624",58316
2360,"TEZOYUCA,,19,20140529",58341
2361,"CAMDEN,MS,13,20140301",58363
2362,"HOUSTON,TX,14,20180530",58385
2363,"FLINT,MI,40,19980922",58408
2364,"HOUSTON,TX,19,20180530",58429
2365,"FORT PIERCE,FL,19,20220313",58452
2366,"WASHINGTON,DC,19,20140301",58479
2367,"NORFOLK,VA,49,19930705",58505
2368,"PITTSBURGH,PA,48,19900801",58528
2369,"FORT LAUDERDALE,FL,23,20170520",58554
